时间,省份,地市,区县,CGI,设备维护状态,RRC连接建立成功率,E-RAB建立成功率,无线接通率,无线掉线率,E-RAB掉线率（小区级）,RRC连接重建比率,切换成功率,LTE到2G切换成功率,LTE到3G切换成功率,异系统切换比,小区用户面上行丢包率,小区用户面下行丢包率,小区用户面下行弃包率,小区用户面下行平均时延,空口上行业务字节数,空口下行业务字节数,上行业务信息PRB占用率,上行控制信息PRB占用率,下行业务信息PRB占用率,下行控制信息PRB占用率,上行PRB平均利用率,下行PRB平均利用率,无线利用率,eNodeB寻呼拥塞率,上行每PRB平均吞吐量,下行每PRB平均吞吐量,RRC连接平均数,RRC连接最大数,平均E-RAB数,RRC连接平均建立时长,E-RAB平均建立时长,MAC层上行误块率,MAC层下行误块率,上行初始HARQ重传比率,下行初始HARQ重传比率,上行QPSK编码比例,上行16QAM编码比例,上行64QAM编码比例,下行QPSK编码比例,下行16QAM编码比例,下行64QAM编码比例,Rank1的下行传输TB数,Rank2的下行传输TB数,下行传输TB数,下行双流流量占比,TM2占比,TM3占比,TM7占比,TM8占比,RRC连接建立成功次数,RRC连接建立请求次数,E-RAB建立成功数,E-RAB建立请求数,eNB请求释放上下文数,正常的eNB请求释放上下文数,初始上下文建立成功次数,遗留上下文个数,eNB请求释放的E-RAB数,正常的eNB请求释放的E-RAB数,切出失败的E-RAB数,遗留E-RAB个数,切换入E-RAB数,RRC连接重建请求次数,eNB间S1切换出成功次数,eNB间X2切换出成功次数,eNB内切换出成功次数,eNB间S1切换出请求次数,eNB间X2切换出请求次数,eNB内切换出请求次数,切换至2G成功次数,切换至2G请求次数,切换至3G成功次数,切换至3G请求次数,小区上行丢包数,小区上行包数,小区下行丢包数,小区下行包数,小区下行弃包数,上行业务信道占用PRB平均数,下行业务信道占用PRB平均数,寻呼记录丢弃个数,寻呼记录接收个数,上行残留错误TB数,上行传输初始TB数,下行残留错误TB数,下行传输初始TB数,上行传输TB数,QPSK模式上行传输初始TB数,16QAM模式上行传输初始TB数,64QAM模式上行传输初始TB数,QPSK模式下行传输初始TB数,16QAM模式下行传输初始TB数,64QAM模式下行传输初始TB数,TM2下行传输TB数,TM1下行传输TB数,TM3下行传输TB数,TM4下行传输TB数,TM5下行传输TB数,TM6下行传输TB数,TM7下行传输TB数,TM8下行传输TB数,上行PUSCH PRB可用平均数,上行PUSCH PRB占用平均数,下行PDSCH PRB可用平均数,下行PDSCH PRB占用平均数,上行PUSCH TTI总数,下行PDSCH TTI总数,PDCCH信道CCE占用率,有效RRC连接平均数,有效RRC连接最大数,PDCCH信道CCE占用个数,PDCCH信道CCE可用个数,E-RAB建立成功率(QCI=1),无线接通率(QCI=1),E-RAB掉线率(QCI=1)(小区级),VoLTE用户切换成功率,eSRVCC切换成功率,eSRVCC切换中断时延-控制面,VoLTE语音上行每PRB平均吞吐量,VoLTE语音下行每PRB平均吞吐量,VoLTE语音上行每TTI占用RB数,VoLTE语音下行每TTI占用RB数,VoLTE业务下行iBLER,VoLTE业务上行iBLER,VoLTE下行平均时延,上行半持续调度次数占比,下行半持续调度次数占比,VoLTE语音总流量,VoLTE语音话务量,VoLTE语音峰值用户数,E-RAB建立成功率(QCI=2),无线接通率(QCI=2),E-RAB掉线率(QCI=2)(小区级),QCI2承载切换成功率,volte视频总流量,volte视频话务量,volte视频峰值用户数,E-RAB建立成功数（QCI=1）,E-RAB建立请求数（QCI=1）,eNB请求释放的E-RAB数（QCI=1）,正常eNB请求释放的E-RAB数（QCI=1）,切出失败的E-RAB数（QCI=1）,遗留E-RAB数（QCI=1）,切换入E-RAB数（QCI=1）,VoLTE用户eNB间S1切换出成功次数（QCI=1）,VoLTE用户eNB间X2切换出成功次数（QCI=1）,VoLTE用户eNB内切换出成功次数（QCI=1）,VoLTE用户eNB间S1切换出请求次数（QCI=1）,VoLTE用户 eNB间X2切换出请求次数（QCI=1）,VoLTE用户eNB内切换出请求次数（QCI=1）,E-RAB建立成功数（QCI=2）,E-RAB建立请求数（QCI=2）,eNB请求释放的E-RAB数（QCI=2）,正常eNB请求释放的E-RAB数（QCI=2）,切出失败的E-RAB数（QCI=2）,遗留E-RAB数（QCI=2）,切换入E-RAB数（QCI=2）,VoLTE用户eNB间S1切换出成功次数（QCI=2）,VoLTE用户eNB间X2切换出成功次数（QCI=2）,VoLTE用户eNB内切换出成功次数（QCI=2）,VoLTE用户eNB间S1切换出请求次数（QCI=2）,VoLTE用户eNB间X2切换出请求次数（QCI=2）,VoLTE用户eNB内切换出请求次数（QCI=2）
2017-10-15 8:00:00,陕西省,宝鸡市,千阳县,460-00-1031460-0,ENABLED,1,1,1,0,0,0.001855,1,0,0,0,612.488314,27.126736,1030.843936,,17824.864,50997.674,,,,,,,,0,,,3.59175,9,3.99,20.25,40,0.004723,0.000693,0.038243,0.081721,0.045389,0.954275,0.000336,0.645281,0.123044,0.231676,44225,110248,154473,0.713704,0.022709,0.977291,0,0,538,538,527,527,439,439,450,4,508,508,0,4,164,1,30,94,20,30,94,20,0,0,0,0,38,62042,2,73726,76,,,0,50292,1306,276521,99,142803,287096,12551,263877,93,92148,17571,33084,3508,0,150965,0,0,0,0,0,,,,,720000,2880000,0.0329,0.40775,4,2724752,82861300,1,1,0,1,0,0,,,,,0.001,0.0013,,0,0,0.53266,0.06475,3,0,0,0,0,0,0,0,6,6,0,0,0,0,4,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15 8:00:00,陕西省,咸阳市,淳化县,460-00-1021595-0,ENABLED,1,1,1,0,0,0.013475,1,0,0,0,2064.80305,29.526714,53018.121885,,20826.817,411500.466,,,,,,,,0,,,6.55025,15,8.684,23,53.5,0.001229,0.003331,0.076701,0.174454,0.497954,0.502046,0,0.662128,0.266748,0.071124,153684,365959,519643,0.704251,0.01833,0.98167,0,0,1391,1391,1558,1558,1197,1197,1249,6,1482,1482,0,9,47,19,15,22,11,15,22,11,0,0,0,0,507,245544,11,372533,19751,,,0,48731,759,617790,1474,442455,665175,307631,310159,0,292962,118024,31469,9525,0,510118,0,0,0,0,0,,,,,720000,2880000,0.0798,0.9625,5,9051788,113375612,1,1,0,1,0,,,,,,0.0203,0.0339,,0,0,2.619345,0.2165,7,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
