时间,省份,地市,区县,CGI,设备维护状态,RRC连接建立成功率,E-RAB建立成功率,无线接通率,无线掉线率,E-RAB掉线率（小区级）,RRC连接重建比率,切换成功率,LTE到2G切换成功率,LTE到3G切换成功率,异系统切换比,小区用户面上行丢包率,小区用户面下行丢包率,小区用户面下行弃包率,小区用户面下行平均时延,空口上行业务字节数,空口下行业务字节数,上行业务信息PRB占用率,上行控制信息PRB占用率,下行业务信息PRB占用率,下行控制信息PRB占用率,上行PRB平均利用率,下行PRB平均利用率,无线利用率,eNodeB寻呼拥塞率,上行每PRB平均吞吐量,下行每PRB平均吞吐量,RRC连接平均数,RRC连接最大数,平均E-RAB数,RRC连接平均建立时长,E-RAB平均建立时长,MAC层上行误块率,MAC层下行误块率,上行初始HARQ重传比率,下行初始HARQ重传比率,上行QPSK编码比例,上行16QAM编码比例,上行64QAM编码比例,下行QPSK编码比例,下行16QAM编码比例,下行64QAM编码比例,Rank1的下行传输TB数,Rank2的下行传输TB数,下行传输TB数,下行双流流量占比,TM2占比,TM3占比,TM7占比,TM8占比,RRC连接建立成功次数,RRC连接建立请求次数,E-RAB建立成功数,E-RAB建立请求数,eNB请求释放上下文数,正常的eNB请求释放上下文数,初始上下文建立成功次数,遗留上下文个数,eNB请求释放的E-RAB数,正常的eNB请求释放的E-RAB数,切出失败的E-RAB数,遗留E-RAB个数,切换入E-RAB数,RRC连接重建请求次数,eNB间S1切换出成功次数,eNB间X2切换出成功次数,eNB内切换出成功次数,eNB间S1切换出请求次数,eNB间X2切换出请求次数,eNB内切换出请求次数,切换至2G成功次数,切换至2G请求次数,切换至3G成功次数,切换至3G请求次数,小区上行丢包数,小区上行包数,小区下行丢包数,小区下行包数,小区下行弃包数,上行业务信道占用PRB平均数,下行业务信道占用PRB平均数,寻呼记录丢弃个数,寻呼记录接收个数,上行残留错误TB数,上行传输初始TB数,下行残留错误TB数,下行传输初始TB数,上行传输TB数,QPSK模式上行传输初始TB数,16QAM模式上行传输初始TB数,64QAM模式上行传输初始TB数,QPSK模式下行传输初始TB数,16QAM模式下行传输初始TB数,64QAM模式下行传输初始TB数,TM2下行传输TB数,TM1下行传输TB数,TM3下行传输TB数,TM4下行传输TB数,TM5下行传输TB数,TM6下行传输TB数,TM7下行传输TB数,TM8下行传输TB数,上行PUSCH PRB可用平均数,上行PUSCH PRB占用平均数,下行PDSCH PRB可用平均数,下行PDSCH PRB占用平均数,上行PUSCH TTI总数,下行PDSCH TTI总数,PDCCH信道CCE占用率,有效RRC连接平均数,有效RRC连接最大数,PDCCH信道CCE占用个数,PDCCH信道CCE可用个数,E-RAB建立成功率(QCI=1),无线接通率(QCI=1),E-RAB掉线率(QCI=1)(小区级),VoLTE用户切换成功率,eSRVCC切换成功率,eSRVCC切换中断时延-控制面,VoLTE语音上行每PRB平均吞吐量,VoLTE语音下行每PRB平均吞吐量,VoLTE语音上行每TTI占用RB数,VoLTE语音下行每TTI占用RB数,VoLTE业务下行iBLER,VoLTE业务上行iBLER,VoLTE下行平均时延,上行半持续调度次数占比,下行半持续调度次数占比,VoLTE语音总流量,VoLTE语音话务量,VoLTE语音峰值用户数,E-RAB建立成功率(QCI=2),无线接通率(QCI=2),E-RAB掉线率(QCI=2)(小区级),QCI2承载切换成功率,volte视频总流量,volte视频话务量,volte视频峰值用户数,E-RAB建立成功数（QCI=1）,E-RAB建立请求数（QCI=1）,eNB请求释放的E-RAB数（QCI=1）,正常eNB请求释放的E-RAB数（QCI=1）,切出失败的E-RAB数（QCI=1）,遗留E-RAB数（QCI=1）,切换入E-RAB数（QCI=1）,VoLTE用户eNB间S1切换出成功次数（QCI=1）,VoLTE用户eNB间X2切换出成功次数（QCI=1）,VoLTE用户eNB内切换出成功次数（QCI=1）,VoLTE用户eNB间S1切换出请求次数（QCI=1）,VoLTE用户 eNB间X2切换出请求次数（QCI=1）,VoLTE用户eNB内切换出请求次数（QCI=1）,E-RAB建立成功数（QCI=2）,E-RAB建立请求数（QCI=2）,eNB请求释放的E-RAB数（QCI=2）,正常eNB请求释放的E-RAB数（QCI=2）,切出失败的E-RAB数（QCI=2）,遗留E-RAB数（QCI=2）,切换入E-RAB数（QCI=2）,VoLTE用户eNB间S1切换出成功次数（QCI=2）,VoLTE用户eNB间X2切换出成功次数（QCI=2）,VoLTE用户eNB内切换出成功次数（QCI=2）,VoLTE用户eNB间S1切换出请求次数（QCI=2）,VoLTE用户eNB间X2切换出请求次数（QCI=2）,VoLTE用户eNB内切换出请求次数（QCI=2）
2017-10-15 8:00:00,陕西省,西安市,临潼区,460-00-603934-1,ENABLED,,1,,0,0,,1,0,0,0,0,0,0,,4302.788,42884.682,,,,,,,,0,,,2.96575,9,3.272,,46.5,0.000517,0.000227,0.030218,0.11742,0.049145,0.940972,0.009882,0.504723,0.332936,0.162341,27436,75722,103158,0.734039,0.123568,0.118798,0.003189,0.754445,,,234,234,208,208,204,3,236,236,0,5,256,29,38,135,19,38,135,19,0,0,0,0,0,45431,0,42560,0,,,0,28269,497,960701,21,92318,989731,47214,903993,9494,46595,30736,14987,12747,0,12255,0,0,0,329,77827,,,,,719800,2879200,0.0837,0.37325,4,7463994,89227050,1,,0,1,0,,,,,,0,0.0081,,0,0,0.003108,0.00025,1,0,,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15 8:00:00,陕西省,西安市,临潼区,460-00-725834-2,ENABLED,,1,,0,0,,0.997655,0,0,0,173.303655,173.453016,7.885596,,18613.488,173869.191,,,,,,,,0,,,9.919,22,12.7255,,82.25,0.013843,0.002457,0.207685,0.124196,0.579076,0.420924,0,0.860135,0.077249,0.062616,344103,0,344103,0,0,0,0,0,,,784,784,581,581,585,8,759,759,0,9,1170,39,162,599,90,162,601,90,0,0,0,0,32,184647,44,253627,2,,,0,35052,3315,239478,752,306088,289214,138676,100802,0,263277,23645,19166,0,344103,0,0,0,0,0,0,,,,,720000,2880000,0.0534,1.71225,9,6867742,128726194,1,,0,1,0,,,,,,0.024,0.0621,,0,0,4.140743,0.44225,8,0,,0,0,0,0,0,12,12,2,2,0,0,49,12,34,0,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
